Compound_CID,SMILES,Carcinogenicity
285666,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O.CS(=O)(=O)O,Group 3: Not classifiable as to its carcinogenicity to humans
285698,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,No indication of carcinogenicity to humans (not listed by IARC).
287403,CC1=CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,No indication of carcinogenicity to humans (not listed by IARC).
292780,Br[Ce](Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
293636,C1CCC(=C[N+](=O)[O-])CC1,No indication of carcinogenicity to humans (not listed by IARC).
301718,CC1=CC=CC=C1[Sb](C2=CC=CC=C2C)C3=CC=CC=C3C,No indication of carcinogenicity (not listed by IARC). (L135)
304599,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)CO,"3, not classifiable as to its carcinogenicity to humans. (L135)"
312440,CC(C)(C)NC(=O)OC1=CC=CC(=C1)NC(=O)N(C)C,No indication of carcinogenicity to humans (not listed by IARC).
312915,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
332915,C[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,No indication of carcinogenicity to humans (not listed by IARC).
333186,CCOC(=O)C(=NNC1=CC=CC=C1)Cl,Not Available
345512,CC1(C=CC2=C3C(=C(C=C2O1)OC)C(=O)C4=CC=CC=C4N3C)C,Not Available
347521,CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
403923,CC(=C[C@H]1C2=C(C[C@@H]3N1C(=O)[C@@H]4CCCN4C3=O)C5=C(N2)C=C(C=C5)OC)C,No indication of carcinogenicity to humans (not listed by IARC).
406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
407049,C(C[NH-])[NH-].C(C[NH-])[NH-].C(C[NH-])[NH-].[Co],"2B, possibly carcinogenic to humans. (L135)"
409301,C[Hg]Cl,"2B, possibly carcinogenic to humans. (L135)"
411012,C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2O)O.[Co],"2B, possibly carcinogenic to humans. (L135)"
423972,CC1CC(=O)C2=C(C3=C(C=CC(=C3O)C4=C(C5=C(C=C4)OC6(C(C(CC(=O)C6=C5O)C)O)C(=O)OC)O)OC2(C1O)C(=O)OC)O,No indication of carcinogenicity to humans (not listed by IARC).
424947,[Pd](I)I,No indication of carcinogenicity to humans (not listed by IARC).
426719,CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
433737,CC(=C)C1C2CC3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C,No indication of carcinogenicity to humans (not listed by IARC).
434380,CC1=CC2C3(CC1)COC(=O)C=C4CCOC(C4O)(C=CC=CC(=O)OC5C3(C6(CO6)C(C5)O2)C)C(C)O,No indication of carcinogenicity to humans (not listed by IARC).
439155,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,No indication of carcinogenicity to humans (not listed by IARC).
439260,C1=CC(=C(C=C1[C@H](CN)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
439280,C1=CC2=C(C=C1O)C(=CN2)C[C@@H](C(=O)O)N,No indication of carcinogenicity to humans (not listed by IARC).
439316,C1=CC(=O)C(=O)C=C1C[C@@H](C(=O)O)N,No indication of carcinogenicity to humans (not listed by IARC).
439391,C(CC(=O)O)[C@H](C(=O)O)O,"Not listed by IARC. Has been implicated in oncogenesis (A15091, A15090, A15088)."
439501,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
439517,C1=CC(=CC=C1CO)NNC(=O)CC[C@@H](C(=O)O)N,Group 3: Not classifiable as to its carcinogenicity to humans
439655,[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
439693,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,No indication of carcinogenicity to humans (not listed by IARC).
439918,C([C@@H](C(=O)O)N=C(N)N)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
439939,C(CC(=O)O)[C@@H](C(=O)O)O,"Not listed by IARC. Has been implicated in oncogenesis (A15091, A15090)."
440162,C1C[C@H](N=C1)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
440810,CN1C=CC(=O)C(=C1)C(=O)N,No indication of carcinogenicity to humans (not listed by IARC).
440877,CC[C@@H](C)C(=O)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
440904,CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CO,No indication of carcinogenicity to humans (not listed by IARC).
440917,CC1=CC[C@@H](CC1)C(=C)C,Group 3: Not classifiable as to its carcinogenicity to humans
440968,CC1=CC[C@H]2C[C@@H]1C2(C)C,No indication of carcinogenicity to humans (not listed by IARC).
441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,No indication of carcinogenicity to humans (not listed by IARC).
441072,CCC[C@H]1CCCCN1,No indication of carcinogenicity to humans (not listed by IARC).
441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Group 2B: Possibly carcinogenic to humans
441207,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,No indication of carcinogenicity to humans (not listed by IARC).
441233,C1[C@H](C1C2=CC=CC=C2)N,No indication of carcinogenicity to humans (not listed by IARC).
441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],No indication of carcinogenicity to humans (not listed by IARC).
441278,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,No indication of carcinogenicity to humans (not listed by IARC).
441325,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,No indication of carcinogenicity to humans (not listed by IARC).
441341,CC[C@H](C(=O)N)N1CCCC1=O,No indication of carcinogenicity to humans (not listed by IARC).
441348,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl,No indication of carcinogenicity to humans (not listed by IARC).
441358,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,No indication of carcinogenicity to humans (not listed by IARC).
441401,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,No indication of carcinogenicity to humans (not listed by IARC).
441411,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.Cl,Not Available
441445,C=C1C[C@H]1C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,No indication of carcinogenicity to humans (not listed by IARC).
441451,C=C1C[C@H]1C[C@@H](C(=O)O)N,No indication of carcinogenicity to humans (not listed by IARC).
441467,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
441542,C[C@H]1C(=O)N[C@H]2CC3=C(NC4=CC=CC=C34)SC[C@@H](C(=O)N5C[C@H](C[C@H]5C(=O)N1)O)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)C[C@](C)(CO)O)C)[C@H](C)O,No indication of carcinogenicity (not listed by IARC). (L135)
441564,C1=CC=C2C(=C1)C(=CN2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
441575,C[C@H]1CC=CC(=O)O1,Group 3: Not classifiable as to its carcinogenicity to humans
441581,C1=CC(=O)O[C@@H]1CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
441726,CC(=O)O[C@]12C[C@@H]([C@]3(C[C@H]([C@@H]1[C@H]3OC(=O)C4=CC=CC=C4)[C@]56[C@H](CC[C@@]7([C@H]5[C@H]([C@H]2C6N(C7)C)OC)COC)OC)O)OC,No indication of carcinogenicity to humans (not listed by IARC).
441852,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
442021,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC,No indication of carcinogenicity to humans (not listed by IARC).
442070,C[C@@H]1[C@H]([C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)O)O,Not listed by IARC.
442072,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)N,No indication of carcinogenicity to humans (not listed by IARC).
442189,CC(=C)[C@@H]1[C@@H]2C[C@]3([C@@]4(CO4)[C@H]5[C@@H]([C@]3([C@H]1C(=O)O2)O)O5)C,No indication of carcinogenicity to humans (not listed by IARC).
442403,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@]34CO4)O2)OC(=O)C)C)C,No indication of carcinogenicity to humans (not listed by IARC).
442408,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@]34CO4)O2)O)C)CO,"3, not classifiable as to its carcinogenicity to humans. (L135)"
442474,CC(=CCC[C@](C)(C=C)OC(=O)C)C,No indication of carcinogenicity to humans (not listed by IARC).
442495,C[C@@H]1CCC(=C(C)C)C(=O)C1,Group 2B: Possibly carcinogenic to humans
442530,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl,Group 2B: Possibly carcinogenic to humans
442738,CC=C1C[C@H]([C@@](C(=O)OCC2=CC[N+]3([C@H]2[C@@H](CC3)OC1=O)[O-])(CO)O)C,Not Available
442741,C[C@@H]1C[C@]2([C@@H](O2)C)C(=O)O[C@@H]3CCN4[C@@H]3C(=CC4)COC(=O)[C@]1(C)O,Group 3: Not classifiable as to its carcinogenicity to humans
442971,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C,No indication of carcinogenicity to humans (not listed by IARC).
442972,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,No indication of carcinogenicity to humans (not listed by IARC).
443048,CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl,No indication of carcinogenicity to humans (not listed by IARC).
443372,CC(C)NC[C@@H](C1=CC(=C(C=C1)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
443445,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
443495,[O-][As]=O.[Na+],"1, carcinogenic to humans. (L135)"
443663,C[C@H]1C=CC=CCCC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
443883,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O,Not Available
443884,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,No indication of carcinogenicity to humans (not listed by IARC).
443939,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,"2A, probably carcinogenic to humans. (L135)"
444030,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,No indication of carcinogenicity to humans (not listed by IARC).
444031,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,No indication of carcinogenicity to humans (not listed by IARC).
444266,C(=C\C(=O)O)\C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
444305,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
444539,C1=CC=C(C=C1)/C=C/C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,No indication of carcinogenicity to humans (not listed by IARC).
444853,CC[C@@H]1[C@]2([C@H]([C@@](O1)([C@H]([C@@H](O2)/C=C/C=C/C=C/C3=C(C(=CC(=O)O3)OC)C)O)C)OC(=O)C)C,No indication of carcinogenicity to humans (not listed by IARC).
444913,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
444972,C(=C/C(=O)O)\C(=O)O,"Not listed by IARC. Has been implicated in oncogenesis (A15088, A15092)."
445070,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,No indication of carcinogenicity to humans (not listed by IARC).
445125,C1CSS[C@H]1CCCCC(=O)O,Not Available
445354,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,No indication of carcinogenicity to humans (not listed by IARC).
445434,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,Group 2B: Possibly carcinogenic to humans
445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
445643,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,Group 1: Carcinogenic to humans
446157,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
446220,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,No indication of carcinogenicity to humans (not listed by IARC).
446512,C[C@@H]1CC[C@]2(CCCCO2)O[C@@H]1[C@@H](C)C[C@@H]([C@@H]3C(=C)[C@H]([C@H]4[C@H](O3)CC[C@]5(O4)CC[C@@H](O5)/C=C/[C@@H](C)[C@@H]6CC(=C[C@@]7(O6)[C@@H](CC[C@H](O7)C[C@](C)(C(=O)O)O)O)C)O)O,No indication of carcinogenicity to humans (not listed by IARC).
446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
446598,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,No indication of carcinogenicity to humans (not listed by IARC).
446973,C[C@@H](CCO)O,No indication of carcinogenicity to humans (not listed by IARC).
447466,C/C=C/C=O,Group 2B: Possibly carcinogenic to humans
448537,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,Group 1: Carcinogenic to humans
448799,C[C@H]1CCC[C@@H]2[C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C,"2A, probably carcinogenic to humans. (L135)"
449171,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,No indication of carcinogenicity to humans (not listed by IARC).
449459,CC/C(=C(\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
451706,C(CCl)N(C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)N=O,Group 2A: Probably carcinogenic to humans
452548,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,Group 2A: Probably carcinogenic to humans
457193,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Group 3: Not classifiable as to its carcinogenicity to humans
459226,C1=CC(=C(C=C1[As]=[As]C2=CC(=C(C=C2)O)N)N)O.Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
460129,C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-],Group 2B: Possibly carcinogenic to humans
460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,Group 1: Carcinogenic to humans
468595,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,No indication of carcinogenicity to humans (not listed by IARC).
493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
504166,CCCCCCCCCCCCCCCC(=O)[O-],No indication of carcinogenicity to humans (not listed by IARC).
516859,[NH4+].[O-][V](=O)=O,No indication of carcinogenicity to humans (not listed by IARC).
516875,[O-][Mn](=O)(=O)=O.[K+],No indication of carcinogenicity to humans (not listed by IARC).
516881,O[As](=O)(O)[O-].[K+],"1, carcinogenic to humans. (L135)"
516900,[O-]Cl(=O)(=O)=O.[K+],No indication of carcinogenicity to humans (not listed by IARC).
516902,[O-]Cl(=O)=O.[Na+],Not Available
516910,N(=O)[O-].[K+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
517045,CC(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
517055,C1=CC=C(C=C1)C(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
517277,O=[Cr]O[Cr]=O,"3, not classifiable as to its carcinogenicity to humans. (L135)"
517321,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,No indication of carcinogenicity to humans (not listed by IARC).
517347,C(C(=O)[O-])O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
517722,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Pd],No indication of carcinogenicity to humans (not listed by IARC).
518696,O=[Fe]O[Fe]=O,Group 3: Not classifiable as to its carcinogenicity to humans
518710,O=[V]O[V]=O,No indication of carcinogenicity to humans (not listed by IARC).
519623,CN(C)C(=S)S[Pb]SC(=S)N(C)C,Not Available
519829,CCN(CC)C(=S)S[Te](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC,Group 3: Not classifiable as to its carcinogenicity to humans
520353,C1CCC(=C[N+](=O)[O-])C1,No indication of carcinogenicity to humans (not listed by IARC).
520892,C(=O)(C(F)(F)Br)Cl,No indication of carcinogenicity to humans (not listed by IARC).
521055,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC=C2Cl)Cl,"1, carcinogenic to humans. (L135)"
522251,CC1=CC(=C(C=C1C)Cl)OC(=O)NC,No indication of carcinogenicity to humans (not listed by IARC).
522524,C1C(C2C3C1C4C5(C2(C(C3(C45Cl)Cl)(Cl)Cl)Cl)Cl)C=O,No indication of carcinogenicity to humans (not listed by IARC).
522606,[O-]Cl(=O)(=O)=O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
522682,F[Mn](F)F,No indication of carcinogenicity to humans (not listed by IARC).
522687,F[Cr](F)F,"3, not classifiable as to its carcinogenicity to humans. (L135)"
522688,F[Cu]F,No indication of carcinogenicity to humans (not listed by IARC).
526307,C1=C2C3=CC(=C(C(=C3OC2=C(C(=C1Br)Br)Br)Br)Br)Br,No indication of carcinogenicity (not listed by IARC). (L135)
527711,C1=CC(=C(C2=C1C3=CC(=C(C(=C3O2)Cl)Cl)Cl)Cl)Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
529495,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,"3, not classifiable as to its carcinogenicity to humans. (L135)"
533728,CCN(CC)C(=S)[S-].[Na+],Group 3: Not classifiable as to its carcinogenicity to humans
542762,C(C(=O)O)(Cl)Br,Group 2B: Possibly carcinogenic to humans
554868,C1=CC=C(C(=C1)C2=C(C=CC(=C2)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,No indication of carcinogenicity to humans (not listed by IARC).
591200,CC(C)CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC(C)C,No indication of carcinogenicity to humans (not listed by IARC).
591320,C1=CC(=C(C=C1Br)Br)C2=C(C=CC(=C2)Br)Br,"2A, probably carcinogenic to humans. (L135)"
591322,C1=CC(=C(C=C1Br)C2=C(C=CC(=C2)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
599328,CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)O)C)CO,No indication of carcinogenicity to humans (not listed by IARC).
613387,C1=CC=C(C(=C1)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl,"1, carcinogenic to humans. (L135)"
632312,C1=CC(=CC(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1, carcinogenic to humans. (L135)"
633844,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1, carcinogenic to humans. (L135)"
635340,C1=C(C=C(C=C1Br)Br)C2=CC(=CC(=C2)Br)Br,"2A, probably carcinogenic to humans. (L135)"
637511,C1=CC=C(C=C1)/C=C/C=O,No indication of carcinogenicity to humans (not listed by IARC).
637564,C/C=C/C=C/C=O,Group 2B: Possibly carcinogenic to humans
637566,CC(=CCC/C(=C/CO)/C)C,No indication of carcinogenicity to humans (not listed by IARC).
637759,CC(=O)/C=C/C1=CC=CC=C1,No indication of carcinogenicity to humans (not listed by IARC).
637796,C/C=C/C1=CC2=C(C=C1)OCO2,Group 3: Not classifiable as to its carcinogenicity to humans
638011,CC(=CCC/C(=C/C=O)/C)C,No indication of carcinogenicity to humans (not listed by IARC).
638034,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C,No indication of carcinogenicity to humans (not listed by IARC).
638186,C(=C/Cl)\Cl,No indication of carcinogenicity (not listed by IARC). (L135)
640180,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
642197,C(/C=C/CCl)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
643460,C/C=C/C=C/C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
643779,CC(=CCC/C(=C\C=O)/C)C,No indication of carcinogenicity to humans (not listed by IARC).
643833,C(=C\Cl)\Cl,No indication of carcinogenicity (not listed by IARC). (L135)
643935,CC/C(=C\C)/C,"3-Methyl-2-pentene is found in gasoline, which is possibly carcinogenic to humans (Group 2B). (L135)"
644073,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,No indication of carcinogenicity to humans (not listed by IARC).
644102,[O-]P(=O)([O-])OP(=O)([O-])[O-],No indication of carcinogenicity to humans (not listed by IARC).
656495,C1=CC=C(C=C1)[C@H](C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
656516,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
656846,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.O.O.O.[Ca+2],No indication of carcinogenicity to humans (not listed by IARC).
657298,CCCC1=CC(=O)NC(=S)N1,Group 2B: Possibly carcinogenic to humans
657302,C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],"2B, possibly carcinogenic to humans. (L135)"
